O,C,H,L,V
324.8869416648416,322.16621108860693,325.8187041648108,321.41148573844265,1829658
322.1289326267704,321.1598916649646,322.35254652751985,319.4640770905882,1634227
321.21579514015195,323.4520478881861,323.6011048652624,321.06858644684326,1076297
323.43339443970035,322.6879958137789,323.8619972278484,321.9425687527226,770460
322.6693423652932,322.3991517135992,323.24705900078743,322.2221145637943,619813
322.4084500027072,323.83404549025477,324.0576878261391,322.3991517135992,794813
323.83404549025477,323.7874687393102,323.8433722144976,322.9675131897157,797586
322.9488881763649,325.57646525071056,325.83735761329655,322.87433125269183,1340374
325.57646525071056,325.5578118022248,325.8932610884839,324.8869416648416,934414
325.59509026406135,325.1105840007259,326.7132166380784,324.71923123927945,692144
325.1664874759133,325.5578118022248,326.30323886328114,323.7501902774737,654819
325.59489121811714,326.6634551520266,327.01135902736604,325.2894694342985,603901
326.6852364653498,327.2536263766012,327.63787035432597,326.6572847277561,911078
327.27225138995203,325.59509026406135,327.32815486513937,325.57646525071056,1152406
323.6570083404498,322.87433125269183,324.8124131763034,322.2407395771451,1426009
322.855706239341,324.32787847783305,324.51424235188085,322.74389928896625,837549
324.34653192631873,325.0733055388894,325.14783402742756,324.03903437765337,701074
325.1105840007259,325.09193055224017,325.7628006896234,324.96149858851464,549773
325.124375041146,326.2100569262572,326.2100569262572,325.0733055388894,517444
326.22868193960807,325.80007915145995,326.2845854147954,325.3714763633119,587046
325.80007915145995,325.1664874759133,326.11687498923334,325.03602707705284,750135
325.3901013766627,326.3404888899828,327.7381326399366,325.33419790147536,1449326
326.3591423384685,326.1455660403341,326.67593817624186,325.5205333403883,605162
326.0982499758825,325.66961875259955,326.1727784644207,325.27829442628797,579171
325.66961875259955,324.01108264005967,325.7441756762726,323.80609375266107,638278
324.0297360885454,323.9179291381707,325.14783402742756,323.88065067633414,723180
323.9365541515215,324.53286736523165,324.96149858851464,323.9179291381707,694759
324.52115208965836,326.19140347777153,326.3591423384685,324.4095157500929,991431
327.40271178881244,325.53918678887396,327.7381326399366,324.51424235188085,1255742
325.5019083270374,325.05465209040364,325.7441756762726,324.17882150075667,658066
325.1105840007259,325.9491645636712,326.04234650069515,325.09193055224017,477496
325.9677895770221,326.62003470105446,326.8995520769913,325.8187041648108,485505
326.62003470105446,326.8436486018039,326.96645994937984,326.04234650069515,518720
326.8581789557311,326.62003470105446,326.93961718204673,326.39639236517013,593238
326.6013812525688,326.8995520769913,327.0300124758517,326.5082277506798,848413
326.11687498923334,324.4842432845753,326.68674352749883,324.3414989074438,861187
324.47790224949557,323.7874687393102,324.8310381896542,323.58620485458175,631649
323.7874687393102,323.90860241392784,324.2492553298712,323.4520478881861,448720
323.89927568968494,323.9365541515215,324.3838103881553,323.7129402507721,440972
323.97383261335807,325.59509026406135,325.6882722010852,323.9179291381707,563300
325.61371527741215,325.7568293112972,325.9118861018347,325.22239095110064,476544
325.7441756762726,325.7441756762726,326.1727784644207,325.1292090140767,786889
326.11687498923334,324.80308645206054,326.11687498923334,324.58877084041904,786394
324.8124131763034,324.64953672367204,325.35282291482616,324.6260493022556,636753
324.6447027507413,325.09193055224017,325.14783402742756,323.644155659481,591785
325.1105840007259,326.0795965273968,326.0982499758825,325.017402063702,501796
326.06097151404595,325.6882722010852,326.30323886328114,325.5578118022248,475599
325.7068972144361,325.57646525071056,325.9491645636712,325.017402063702,488131
325.5857635398185,326.04234650069515,326.11687498923334,325.22239095110064,787597
325.7068972144361,326.5082277506798,326.9178074335886,323.69428680228634,1411400
326.52181974515565,328.3344742887817,328.57674163801687,326.32186387663194,758173
328.35309930213253,328.8003555387663,329.1637281274842,328.3344742887817,550896
328.78636545240204,328.8935374757902,329.24758334026524,328.5208097276946,443418
328.83763400060286,328.1667638632196,329.48612568683023,327.9803999891718,580634
328.1481104147339,327.6822291647493,328.2599173651086,327.6077006762111,504271
327.70088261323497,327.6263256895619,327.96177497582096,327.15111771533446,1126513
326.7132166380784,325.03602707705284,328.4088321665106,323.7501902774737,1637474
325.017402063702,325.5578118022248,325.93051111518554,324.49561733853,992054
325.5613661940857,325.33419790147536,325.9677895770221,325.14783402742756,462136
325.35282291482616,324.5980975646619,326.0795965273968,324.5515208137174,596494
324.5980975646619,322.79980276415364,324.6819527774429,322.53891040156765,668467
322.7625243023171,322.2221145637943,323.6011048652624,321.67237810102864,858183
322.2407395771451,324.71923123927945,324.79375972781764,322.03575068974646,1192510
326.2473353880938,327.51451873918717,327.84993959031135,325.03602707705284,976974
327.57042221437456,326.0063760550634,327.75678608842236,325.36214963906906,1079526
326.0050680388586,326.39639236517013,326.4709492888432,325.14783402742756,518242
326.37776735181933,326.1371776755425,326.5082277506798,325.859337972564,387322
326.2380086638509,325.8932610884839,326.88092706364046,325.24101596445144,678761
325.9118861018347,326.9181770903421,327.0486374892026,325.66961875259955,825505
326.93683053882785,328.01767845100835,328.1667638632196,326.6013812525688,1017415
328.2599173651086,332.7696728878784,333.7200604011985,328.2599173651086,1601850
332.80692291458007,332.378320126432,333.421889576776,332.1919562523842,701571
332.3969451397828,333.8132423382224,334.3536520767452,332.3224166512446,1025250
333.85049236492404,334.01823122562104,334.22322011301964,333.32870763975205,559046
334.03685623897184,335.41587497557487,335.5090284774639,333.8691458134098,806850
335.3972215270892,335.6650236274526,335.8258527503721,334.91271526375374,868915
335.6581138896752,335.2481361148779,335.73267081334825,334.95929201469824,1269345
334.7077263763551,333.9995777771353,335.3972215270892,332.1360527771968,1970625
333.9809527637845,333.4312163010188,334.2977486015578,332.60193402718147,1083936
333.4591680386125,332.62058747566715,334.13003817599576,332.60193402718147,467383
332.639212489018,333.0864687256518,333.1330454765963,332.0056208134713,697233
333.0864687256518,333.75733886303505,333.90639584011143,332.8816504490625,479792
333.77596387638584,334.07058030894757,334.0741347008084,332.5833090138306,726815
334.0741347008084,333.64550347752544,334.1673166378323,333.0493608746246,808050
333.1050937390026,335.2481361148779,335.6488156005672,332.46217533921305,1300479
335.2667895633636,335.2481361148779,336.29173400035677,335.061800675965,1147008
335.2481361148779,334.7450048381916,335.3972215270892,334.2977486015578,527398
334.72635138970594,334.14866318934656,334.83815834008067,333.9250492885971,442719
334.13003817599576,335.3413180519018,335.35997150038753,333.77596387638584,667405
335.3413180519018,335.863301823018,335.9003812389103,335.061800675965,689357
335.9003812389103,334.91271526375374,335.91900625226117,334.33502706339436,1170220
335.3413180519018,333.9995777771353,335.91900625226117,332.67649095085454,1166026
333.9995777771353,334.40955555193256,334.8754368019172,333.70143538784765,584316
334.4282090004183,335.30403959006526,335.5929121253798,334.2977486015578,520494
335.30403959006526,336.29173400035677,336.5153479011062,334.7077263763551,688838
336.29173400035677,336.36626248889496,337.21323141663186,335.9987668056185,714797
336.3476374755441,335.3972215270892,336.38488750224576,334.9686187389411,657552
335.41587497557487,337.1116611148164,337.27939997551334,335.2667895633636,972969
338.9006576262167,339.739238189162,340.65237567578043,337.745281225498,1423138
339.7671899267557,340.2423979009832,340.8200861013425,339.51562428841254,787829
340.261022914334,340.65237567578043,340.7267335535093,340.0933124887719,666246
340.67100068913123,340.33557983800705,340.7548559019123,339.51562428841254,613365
340.3542048513579,341.3232458131637,341.3977743017019,339.6647097006238,632047
341.3418708265145,341.02507498874115,341.41642775018755,339.9816761492065,800290
340.9877965269046,341.1462086633587,341.8077520764991,340.85736456317903,1401140
342.5345256890697,344.1930618016096,344.58907792517743,341.379149288351,1278534
344.13883599938055,343.4290097272024,345.1248243015788,342.88859998867963,918964
343.4290097272024,342.92587845051617,343.812542826555,342.73951457646837,626414
342.89792671292247,343.07496386272743,343.6712770764376,342.62770762609364,585895
343.0563104142417,342.5159006757189,343.13086733791476,342.4972472272332,375909
342.4972472272332,343.16254407817866,343.2836777527962,342.05001942573426,535330
343.18677081310216,342.8699749753288,343.4569614647961,342.683611101281,911879
341.7704736146626,342.0313659772486,343.7458340001107,341.6214166375862,1196675
342.05001942573426,341.86365555168646,342.2736333264837,341.0809784639285,797475
341.86365555168646,341.5282347005623,342.0686444390851,340.95054650020296,693828
341.49095623872574,340.5591937387565,341.56548472726394,340.3544038973021,542760
340.52191527691997,341.36049583986534,341.36049583986534,340.0560340269354,512123
341.3232458131637,341.2021121385461,341.6195399186837,341.0809784639285,594466
341.21143886278895,341.6214166375862,341.67732011277354,341.02507498874115,923650
341.6027631891005,340.4846652502183,341.75184860131174,339.8324201261859,1284063
340.4287333398961,340.39148331319444,340.67083007832196,339.60880622543647,743858
340.39148331319444,340.52191527691997,340.5591937387565,339.60880622543647,490348
340.52191527691997,340.5405687254057,341.21143886278895,340.41010832654524,448072
340.5405687254057,340.57781875210736,340.85736456317903,340.000130551748,431810
340.59647220059304,341.30459236467794,341.379149288351,340.1680400232543,492835
341.30459236467794,341.84503053833566,342.0313659772486,341.21143886278895,805771
341.8263770898499,344.8266534771563,344.90121040082937,340.95054650020296,1496089
344.80802846380544,344.36077222717165,345.1248243015788,344.10809761856797,729739
344.36077222717165,343.8762659638362,344.3980506890082,343.5967485878994,441168
343.8762659638362,344.26761872528266,344.71484652678157,343.8576409504854,434392
344.28624373863346,343.18677081310216,344.4364381211053,343.18677081310216,560975
343.15881907550846,343.2113672047792,343.3142170876646,342.55317913755545,542598
343.1960691022101,343.6153736012502,343.6899020897884,342.9817819257035,854966
345.9820583130099,345.2739097137901,346.14976873857194,344.15578333977305,1103100
345.2739097137901,343.9871345547597,345.4602735878379,343.7644590134615,590978
343.9321694390236,343.00040693905436,343.9321694390236,342.6090826127428,493181
343.00470064442226,343.98807291421093,344.1371583264222,342.92587845051617,405348
344.00672636269667,344.7521249886181,344.90661307645786,344.00672636269667,457824
344.76423835607983,345.0875458397423,345.3298131889774,344.1371583264222,521651
345.10619928822797,346.33613261261974,347.41695208966536,345.0875458397423,1704943
346.05658680154806,346.4292861145088,347.4356055381511,344.99439233785324,1096278
346.50384303818186,345.9820583130099,347.1933381889159,345.7956944389621,635448
345.94477985117334,346.0627287906836,346.3920360878071,345.34846663746316,533365
346.13114372522114,345.3111881756266,346.4013343769151,345.06892082639143,403537
345.3298131889774,346.3733826393214,346.4665645763453,344.99439233785324,562722
346.4106611011579,345.5907055515634,346.50515105438666,345.1993812252519,547593
345.5720805382126,345.2180062386027,345.7396203529654,344.9384888626659,844038
344.21171525009527,349.18732358771484,349.2245736144165,343.39175970050076,1444674
349.2245736144165,347.47288399998763,349.31775555144037,346.8765423511426,797014
347.4356055381511,348.8332492881049,349.39231247511344,347.41695208966536,877586
348.7773458129176,349.2245736144165,349.57864791402636,348.6468854140571,603641
349.2245736144165,347.6964979007371,349.4109374884643,347.0629062251904,564229
347.6964979007371,348.2276093501519,348.8332492881049,347.5474124885258,629521
348.2276093501519,347.92011180148654,348.47917498849506,347.60331596371316,895856
347.28652012593983,351.83742128889077,352.31803193874674,347.28652012593983,1131839
351.8335256754113,350.85367936234854,352.76528817538053,350.62221736437033,828446
350.8831097269563,351.1160503519486,351.2558374750519,349.6904548644011,603845
351.10675206284066,351.6658152498492,351.72171872503657,350.7713027765816,504486
351.6471618013635,351.53535485098877,352.1316964998338,351.0694736010041,549138
351.5167298376379,349.50411942548817,351.5167298376379,349.44821595030083,676369
349.50411942548817,351.36764442542665,351.5167298376379,349.4377802557974,885639
352.6721062383566,352.206224988372,353.77157916388796,349.65320483769943,1436444
352.24350345020855,353.76896313147836,353.79023261237364,352.1503215131846,714600
353.77157916388796,353.5759170007322,354.18229625219226,352.42983888912147,831666
353.58524372497504,354.1256534634978,354.2002103871709,353.1193624749904,575380
354.1256534634978,353.6970506753498,354.1256534634978,351.62853678801264,703679
353.68661498084634,352.8864218499981,353.76228087478,352.4117825784684,697701
352.87709512575526,353.1938909635286,353.8833861142627,352.1689465265355,1001319
353.90203956274837,352.70938470019314,355.00151248827973,351.49807638915223,1340113
352.76528817538053,351.088098614355,353.2777461763097,350.9576666506294,641989
351.088098614355,348.21828262590907,351.1434618219795,348.21828262590907,913893
348.2555610877456,349.63455138921375,349.63455138921375,347.78967983776096,712989
349.6718298510503,349.9662756728026,350.566313889183,349.56002290067556,606230
349.9327222136363,350.0631826124967,350.45450693880827,349.522744438839,509990
350.0631826124967,350.02590415066015,350.68744756380056,349.8768187384489,840208
351.16265553802805,352.82119165056787,354.9176572754987,350.1936145762223,1302045
352.8584701124044,352.3553104005833,353.90203956274837,352.1689465265355,685826
352.3739354139341,352.41735586490614,352.6721062383566,351.62853678801264,532738
352.3925888624198,351.4049228872632,352.61620276316927,351.16265553802805,467999
351.3862694387775,350.97629166398025,351.3862694387775,350.23274132182644,722592
351.0135701258168,350.60359235101953,351.7776222002239,350.54768887583214,558809
350.5849673376687,350.7526777632308,351.4794513758014,350.3986034636209,615401
349.00095971366704,347.5474124885258,349.68115657529313,347.02562776335384,1045305
347.55673921276866,347.92011180148654,349.1034683749338,347.32379858777637,647566
347.86420832629915,348.68416387589366,348.87052774994146,347.6964979007371,582217
348.68416387589366,349.29913053808957,349.37365902662776,348.5909819388698,431634
349.29913053808957,350.00727913730935,350.044529164011,348.95438296272255,401282
349.9886256888236,350.2308930380588,350.57564061342583,349.76501178807416,545094
350.2308930380588,351.0508485876533,351.16265553802805,350.1936145762223,773597
352.1130430513481,352.2994069253959,352.95034403322353,350.1749895628714,959854
352.2994069253959,352.7745864644885,353.0261805379665,351.945332625786,557095
352.78391318873133,353.0448055513173,353.97656805128656,352.76528817538053,524868
353.06345899980306,353.1007090265047,353.6224937516767,352.3366853872324,547737
353.13798748834125,353.4547833261146,353.8833861142627,352.728009713544,400780
353.4361583127638,354.367920812733,354.367920812733,353.0261805379665,484076
354.367920812733,353.79023261237364,354.367920812733,353.52934024978765,689521
354.74062012569374,356.97684443859293,357.29364027636626,353.77157916388796,1251892
356.9861711628358,356.3059743012097,357.21911178782807,355.7282861008503,778451
356.32462774969537,356.6041451256322,357.03274791378027,356.0637353871094,689171
356.622770138983,356.3059743012097,356.9582194252421,355.6844959931247,451809
356.32462774969537,356.32462774969537,356.8370857506245,355.95190000159977,445147
356.32462774969537,355.2810298642165,356.4364347000701,354.89903226214784,537937
355.2810298642165,356.5668666637957,356.883662501569,355.2624048508657,1015405
355.9891784634363,352.8584701124044,357.10730483745334,352.50439581279454,1401142
352.8584701124044,352.07576458951155,353.90203956274837,351.5912583261761,974811
352.0944180379973,353.1938909635286,353.6690989377561,351.6471618013635,721115
353.18456423928575,351.23718402656624,353.47340833946544,351.1999339998646,642993
351.2558374750519,351.06051653351483,351.8521506887621,350.6410414236654,704925
351.0694736010041,349.29913053808957,351.1440020895423,349.11276666404177,892204
349.3084572623324,350.4917854006448,350.4917854006448,348.6711121489807,1401120
347.5101340266893,352.9329986009426,353.510686801302,347.5101340266893,3453637
352.95162361429345,354.16293192533436,354.2561138623583,352.8398166639187,895708
354.1716899468795,353.93928958945,354.4424493012712,353.63182047591954,1003022
353.9206645760992,353.510686801302,353.9206645760992,352.383262138177,757923
353.47340833946544,354.23746041387255,354.4424493012712,352.95162361429345,747173
354.23746041387255,355.29968331270226,355.50467220010086,353.9952214997723,940750
355.29968331270226,354.92698399974154,355.82146803787424,354.42382428792035,1499245
355.24377983751486,356.21279236418576,356.883662501569,353.86476110091184,1506586
356.2314458126715,356.79050899968,356.8091340130308,355.7282861008503,576514
356.79050899968,357.3309187382028,357.60634145471596,356.39915623823356,512238
357.36819720003933,357.6290895626253,358.1135958259608,357.051401362266,535157
357.6477145759762,357.6849930378127,357.834078450024,356.79050899968,535683
357.7036180511635,358.3372097267102,358.39126491812993,357.4121579185743,676571
358.35586317519596,358.9894548507427,359.08263678776655,358.18815274963384,1249967
359.1199152496031,359.64169997477507,360.1821097132979,358.5049485874072,1219747
359.64169997477507,360.85297985068115,361.0020652628924,359.58579649958773,828407
360.87160486403195,359.8913888942157,361.39338958920393,359.45533610072727,883440
359.9212173507119,360.34982013885997,360.77845136214296,359.8619585296079,608335
360.3684735873457,360.03302430108664,360.6293659499317,359.567143051102,455414
360.03302430108664,360.40572361404736,360.8809315882748,359.8466888621737,687529
360.3684735873457,361.1884291369402,361.32818782490864,360.088927776274,913578
361.36543785161024,363.53646040021414,363.5398157461308,360.79707637549376,1295113
